response_file,benchmark_source,current_pairing,benchmark_pairing,normalization,eta,mu_meV,delta0_meV,n_keep,current_nk,benchmark_nk,D_total_current_eV_A2,D_total_benchmark_eV_A2,D_total_relative_delta,D_conv_current_eV_A2,D_conv_benchmark_eV_A2,D_conv_relative_delta,D_geom_current_eV_A2,D_geom_benchmark_eV_A2,D_geom_relative_delta,D_cross_current_eV_A2,geom_fraction_current,geom_fraction_benchmark,units_note,interpretation_note
data/processed/band_diagonal_response_baseline_nk14.csv,MATBG_superfluid_weight_PRB_v2.tex,band_identity+eta*none,uniform_s,band_delta0,0.0,0.0,1.0,2,14,14,29.342464480315314,67.5,-0.5652968225138473,20.945303834998196,53.0,-0.6048055880189019,8.397160645317118,14.5,-0.4208854727367505,1.1644391516778178e-16,0.28617775616463426,0.215,current raw/1000 gives eV A^2 per flavor; benchmark is per valley per spin,Current row uses an explicit band-diagonal uniform-s gap in the retained band subspace.
data/processed/band_diagonal_response_baseline_nk14.csv,MATBG_superfluid_weight_PRB_v2.tex,band_identity+eta*none,uniform_s,band_delta0,0.0,0.0,1.0,6,14,14,85.6040299535424,129.3,-0.3379425370955732,25.72397230906164,54.0,-0.5236301424247845,59.88005764448075,75.3,-0.20478011096307103,1.5266518208331295e-15,0.6995004519878079,0.583,current raw/1000 gives eV A^2 per flavor; benchmark is per valley per spin,Current row uses an explicit band-diagonal uniform-s gap in the retained band subspace.
