nk,n_keep,n_shell,partner,normalization,mu_meV,eta_baseline,eta_target,D_iso_baseline,D_iso_target,D_iso_rel_target_vs_baseline,D_iso_rel_percent,W_inter_baseline,W_inter_target,raw_partner_alignment_error_mean,best_partner_alignment_error_mean,partner_min_singular_value_min,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error
9,6,4,tr_sewn,fixed_frobenius_norm,-4.0,0.0,1.0,36645.18688801494,38248.0567012082,0.043740254841420745,4.3740254841420745,3.1067969413378836e-17,0.12482412463491742,0.0,0.0,1.0,0.0,0.0,1.6661417007798955e-15
9,6,4,tr_sewn,fixed_frobenius_norm,0.0,0.0,1.0,64352.19100410356,73105.77797597233,0.136026246119741,13.6026246119741,3.1067969413378836e-17,0.12482412463491742,0.0,0.0,1.0,0.0,0.0,1.4712495541231352e-15
9,6,4,tr_sewn,fixed_frobenius_norm,2.0,0.0,1.0,65235.7965572674,71734.07171760628,0.0996121072061158,9.961210720611579,3.1067969413378836e-17,0.12482412463491742,0.0,0.0,1.0,0.0,0.0,2.1591441122104153e-15
9,6,4,tr_sewn,fixed_frobenius_norm,4.0,0.0,1.0,62258.04895533337,69502.14179323477,0.11635592440583276,11.635592440583276,3.1067969413378836e-17,0.12482412463491742,0.0,0.0,1.0,0.0,0.0,1.6016412508472677e-15
13,6,3,same_valley,fixed_delta0,-4.0,0.0,1.0,58683.697913607015,81743.236093461,0.39294623549118857,39.29462354911885,0.8266045636568451,0.8118615640214063,1.4122116850395199,1.3381668608417645,0.00023017674842222883,0.0,0.0,0.010154203451989707
13,6,3,same_valley,fixed_delta0,0.0,0.0,1.0,136723.54322588432,99611.21582373526,-0.27144064969728643,-27.144064969728642,0.8266045636568451,0.8118615640214063,1.4122116850395199,1.3381668608417645,0.00023017674842222883,0.0,0.0,0.01880675674086284
13,6,3,same_valley,fixed_delta0,2.0,0.0,1.0,101127.65146587146,106546.43231372412,0.05358357253734303,5.358357253734303,0.8266045636568451,0.8118615640214063,1.4122116850395199,1.3381668608417645,0.00023017674842222883,0.0,0.0,0.022019366221894734
13,6,3,same_valley,fixed_delta0,4.0,0.0,1.0,97081.61889792117,103043.88468144796,0.0614149810356579,6.14149810356579,0.8266045636568451,0.8118615640214063,1.4122116850395199,1.3381668608417645,0.00023017674842222883,0.0,0.0,0.016455521301342334
13,6,3,same_valley,fixed_frobenius_norm,-4.0,0.0,1.0,58683.697913607015,85859.80883490751,0.46309472455721234,46.309472455721234,0.8266045636568451,0.8118615640214061,1.4122116850395199,1.3381668608417645,0.00023017674842222883,0.0,0.0,0.006288743896584264
13,6,3,same_valley,fixed_frobenius_norm,0.0,0.0,1.0,136723.54322588432,97879.6595941167,-0.2841053026806999,-28.41053026806999,0.8266045636568451,0.8118615640214061,1.4122116850395199,1.3381668608417645,0.00023017674842222883,0.0,0.0,0.013233406465771607
13,6,3,same_valley,fixed_frobenius_norm,2.0,0.0,1.0,101127.65146587146,106166.0666693592,0.04982232980252799,4.982232980252799,0.8266045636568451,0.8118615640214061,1.4122116850395199,1.3381668608417645,0.00023017674842222883,0.0,0.0,0.01489789347170886
13,6,3,same_valley,fixed_frobenius_norm,4.0,0.0,1.0,97081.61889792117,104371.02482655057,0.07508533552879881,7.508533552879881,0.8266045636568451,0.8118615640214061,1.4122116850395199,1.3381668608417645,0.00023017674842222883,0.0,0.0,0.010260866964804518
13,6,3,sewn_time_reversed_valley,fixed_delta0,-4.0,0.0,1.0,81596.79464918436,69808.51018133159,-0.1444699454008591,-14.44699454008591,0.24366996916811814,0.765116128634224,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.008174269929738362
13,6,3,sewn_time_reversed_valley,fixed_delta0,0.0,0.0,1.0,107699.34736374384,107862.2405394799,0.0015124806205732977,0.15124806205732977,0.24366996916811814,0.765116128634224,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.017783860033319106
13,6,3,sewn_time_reversed_valley,fixed_delta0,2.0,0.0,1.0,109239.29454063295,112606.77266805389,0.030826619135373212,3.082661913537321,0.24366996916811814,0.765116128634224,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.018847736284390862
13,6,3,sewn_time_reversed_valley,fixed_delta0,4.0,0.0,1.0,107549.48669847113,95483.65572828367,-0.11218864301989251,-11.218864301989251,0.24366996916811814,0.765116128634224,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.012254255820803625
13,6,3,sewn_time_reversed_valley,fixed_frobenius_norm,-4.0,0.0,1.0,81596.79464918436,69899.08704655337,-0.14335989119332304,-14.335989119332304,0.24366996916811814,0.765116128634224,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.005939271093978766
13,6,3,sewn_time_reversed_valley,fixed_frobenius_norm,0.0,0.0,1.0,107699.34736374384,111656.77248372573,0.03674511700257632,3.674511700257632,0.24366996916811814,0.765116128634224,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.011203153531232746
13,6,3,sewn_time_reversed_valley,fixed_frobenius_norm,2.0,0.0,1.0,109239.29454063295,108191.4289138343,-0.009592387347474918,-0.9592387347474918,0.24366996916811814,0.765116128634224,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.012003738404791285
13,6,3,sewn_time_reversed_valley,fixed_frobenius_norm,4.0,0.0,1.0,107549.48669847113,94515.00828552965,-0.12119517082852582,-12.119517082852582,0.24366996916811814,0.765116128634224,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.007224523930099311
13,6,3,time_reversed_valley,fixed_delta0,-4.0,0.0,1.0,86400.26059356247,70975.08135610525,-0.178531628625742,-17.8531628625742,0.7806803333607709,0.746407193769335,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.008362476295243034
13,6,3,time_reversed_valley,fixed_delta0,0.0,0.0,1.0,121207.30119038708,127065.22847633992,0.04832982195314672,4.832982195314672,0.7806803333607709,0.746407193769335,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.015284774968409383
13,6,3,time_reversed_valley,fixed_delta0,2.0,0.0,1.0,96291.12564398802,108288.1537522455,0.12459121261717776,12.459121261717776,0.7806803333607709,0.746407193769335,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.01966717600866291
13,6,3,time_reversed_valley,fixed_delta0,4.0,0.0,1.0,84356.67628276582,97435.87627923297,0.1550464121254056,15.504641212540559,0.7806803333607709,0.746407193769335,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.015468367677835349
13,6,3,time_reversed_valley,fixed_frobenius_norm,-4.0,0.0,1.0,86400.26059356247,71138.80367828772,-0.17663670005657206,-17.663670005657206,0.7806803333607709,0.7464071937693352,1.4143107682418825,1.3751490635862782,5.122301120843775e-06,0.0,0.0,0.005347810700081495
