nk,n_shell,n_keep,dimension,alignment_error_mean,alignment_error_std,alignment_error_min,alignment_error_max,min_singular_mean,min_singular_std,min_singular_min,min_singular_max,mean_singular_mean,mean_singular_std,mean_singular_min,mean_singular_max
3,3,2,196,1.389469876523081,0.0038572392491699374,1.3799773737038052,1.3939187025365942,0.026661658795845537,0.004508650294108306,0.02177763772101415,0.03324925186814252,0.03467929197015405,0.005349791623857463,0.02849532535934876,0.04783122403277393
3,3,4,196,1.3781926425029594,0.011194237645539238,1.3516476211528494,1.3885824673192118,0.0201440159530975,0.009112201791405093,0.004291339254035287,0.029824125535894103,0.05022986459712258,0.015345193662005117,0.03591936572684468,0.08652435411592156
3,3,6,196,1.376009079570156,0.004371518229408988,1.3650403463640632,1.3806293879295672,0.009450987246130369,0.004432964148113896,0.001562934430897353,0.014059308532539642,0.053289951384430684,0.006001012309192,0.04693124659261439,0.06833242639913847
