eta,normalization,m0,m1,partner,nk,n_shell,n_keep,dimension,delta0_meV,mu_meV,nu_proxy,interband_pairing_weight_mean,D_iso_raw,geom_fraction_total,anisotropy_ratio,anisotropy_norm,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error,Dxx_total_raw,Dxx_conv_raw,Dxx_geom_raw,Dxx_cross_raw,Dyy_total_raw,Dyy_conv_raw,Dyy_geom_raw,Dyy_cross_raw
0.0,band_delta0,band_identity,none,band_diagonal_uniform_s,14,3,2,196,1.0,0.0,-1.1530612244897958,0.0,29342.464480315313,0.2861777561646343,1.347411324806431,0.1479976351545798,0.0,0.0,8.274199237313957e-16,33685.07983300924,25418.60703699573,8266.472796013508,1.0343440956347359e-13,24999.84912762139,16472.00063300066,8527.848494620728,1.2945342077208996e-13
0.0,band_delta0,band_identity,none,band_diagonal_uniform_s,14,3,4,196,1.0,0.0,-0.5765306122448979,0.0,60779.403712001746,0.5822528859914622,1.0114510224987858,0.005692916392545488,0.0,0.0,1.0413366461033084e-15,61125.41577572294,30361.840240224283,30763.575535498654,8.503311433667811e-13,60433.39164828055,20419.000743472778,40014.390904807755,8.35250236322077e-13
0.0,band_delta0,band_identity,none,band_diagonal_uniform_s,14,3,6,196,1.0,0.0,-0.3843537414965985,0.0,85604.0299535424,0.6995004519878079,1.0810793339756783,0.03896023215068165,0.0,0.0,1.2809253344129734e-15,88939.18283356632,30794.461222372327,58144.72161119397,2.487189592603518e-12,82268.87707351848,20653.483395750955,61615.393677767526,5.661140490627411e-13
