eta,normalization,m0,m1,partner,nk,n_shell,n_keep,dimension,delta0_meV,mu_meV,nu_proxy,interband_pairing_weight_mean,D_iso_raw,geom_fraction_total,anisotropy_ratio,anisotropy_norm,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error,Dxx_total_raw,Dxx_conv_raw,Dxx_geom_raw,Dxx_cross_raw,Dyy_total_raw,Dyy_conv_raw,Dyy_geom_raw,Dyy_cross_raw,theta_deg,moire_cell_area_A2,moire_reciprocal_scale_Ainv,D_iso_eV_A2_per_flavor,D_iso_eV_A2_spin_valley,D_iso_cell_K_per_flavor,D_iso_cell_K_spin_valley,Dxx_total_eV_A2_per_flavor,Dxx_total_eV_A2_spin_valley,Dxx_total_cell_K_per_flavor,Dxx_total_cell_K_spin_valley,Dxx_conv_eV_A2_per_flavor,Dxx_conv_eV_A2_spin_valley,Dxx_conv_cell_K_per_flavor,Dxx_conv_cell_K_spin_valley,Dxx_geom_eV_A2_per_flavor,Dxx_geom_eV_A2_spin_valley,Dxx_geom_cell_K_per_flavor,Dxx_geom_cell_K_spin_valley,Dxx_cross_eV_A2_per_flavor,Dxx_cross_eV_A2_spin_valley,Dxx_cross_cell_K_per_flavor,Dxx_cross_cell_K_spin_valley,Dyy_total_eV_A2_per_flavor,Dyy_total_eV_A2_spin_valley,Dyy_total_cell_K_per_flavor,Dyy_total_cell_K_spin_valley,Dyy_conv_eV_A2_per_flavor,Dyy_conv_eV_A2_spin_valley,Dyy_conv_cell_K_per_flavor,Dyy_conv_cell_K_spin_valley,Dyy_geom_eV_A2_per_flavor,Dyy_geom_eV_A2_spin_valley,Dyy_geom_cell_K_per_flavor,Dyy_geom_cell_K_spin_valley,Dyy_cross_eV_A2_per_flavor,Dyy_cross_eV_A2_spin_valley,Dyy_cross_cell_K_per_flavor,Dyy_cross_cell_K_spin_valley
0.0,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,14,3,2,196,1.0,0.0,-1.1530612244897958,0.0,29342.464480315317,0.28617775616463415,1.3474113248064314,0.14799763515457992,0.0,0.0,9.632216789040253e-16,33685.079833009244,25418.60703699573,8266.472796013506,2.2510083366450327e-13,24999.84912762139,16472.000633000658,8527.848494620726,1.4657733643621597e-13,1.05,15605.571114505186,0.05404738908671809,29.342464480315318,117.36985792126127,21.819461668453783,87.27784667381513,33.68507983300925,134.740319332037,25.04869039573095,100.1947615829238,25.41860703699573,101.67442814798292,18.901627103656903,75.60650841462761,8.266472796013506,33.065891184054024,6.14706329207404,24.58825316829616,2.2510083366450325e-16,9.00403334658013e-16,1.6738808749260312e-16,6.695523499704125e-16,24.99984912762139,99.99939651048555,18.590232941176616,74.36093176470646,16.472000633000658,65.88800253200263,12.248807071253955,48.99522828501582,8.527848494620727,34.11139397848291,6.341425869922658,25.365703479690634,1.4657733643621596e-16,5.863093457448638e-16,1.0899693091490792e-16,4.3598772365963167e-16
