normalization,mu_meV,nk9_percent,nk11_percent,nk13_percent,min_percent,max_percent,delta_13_minus_9_percent,measured_sign_status,intercept_percent_h2,rms_percent_h2,intercept_percent_h1,rms_percent_h1,intercept_spread_percent,intercepts_positive
fixed_delta0,-4.0,-0.6840443872881186,-0.613088025433528,1.222012281844287,-0.6840443872881186,1.222012281844287,1.9060566691324055,mixed,2.321667459633227,0.5305936228564602,4.814741520043096,0.4947781096146792,2.493074060409869,yes
fixed_delta0,0.0,1.033309219467804,0.8026501953692478,1.9603016951057484,0.8026501953692478,1.9603016951057484,0.9269924756379444,positive,2.342686578825421,0.38156190694110037,3.53273937605931,0.36494892180934557,1.1900527972338892,yes
fixed_delta0,2.0,-0.2888368117118234,1.177589254570477,0.24471145235787084,-0.2888368117118234,1.177589254570477,0.5335482640696942,mixed,1.3840329856608447,0.5252707463269816,2.204262366074221,0.5396908011750212,0.8202293804133765,yes
fixed_delta0,4.0,-0.17353815051247556,-0.030078819730539053,0.11445197241808369,-0.17353815051247556,0.11445197241808369,0.28799012293055926,mixed,0.35690090277656766,0.018340212438342246,0.7448127748160899,0.012525527938026129,0.3879118720395222,yes
fixed_frobenius_norm,-4.0,6.0443730765738835,6.168691817264982,8.715072466894668,6.0443730765738835,8.715072466894668,2.6706993903207845,positive,10.270181744543827,0.7318521962053736,13.765495202558881,0.6815931274076685,3.4953134580150547,yes
fixed_frobenius_norm,0.0,8.629599239296116,7.964331961890414,10.130036077937032,7.964331961890414,10.130036077937032,1.5004368386409155,positive,10.58116722952167,0.7535729251088207,12.482702482432694,0.7275698453038022,1.9015352529110245,yes
fixed_frobenius_norm,2.0,6.427231580977155,9.272342080081163,8.047711305628713,6.427231580977155,9.272342080081163,1.6204797246515579,positive,10.583339433102767,0.8460300341288406,12.938445018950306,0.884939289014011,2.3551055858475394,yes
fixed_frobenius_norm,4.0,6.054239101414005,6.078803578247016,7.715478281090227,6.054239101414005,7.715478281090227,1.6612391796762216,positive,8.652463752441362,0.4798069819512047,10.82216943454399,0.44870492670942164,2.169705682102629,yes
