eta,normalization,m0,m1,partner,nk,n_shell,n_keep,dimension,delta0_meV,mu_meV,nu_proxy,interband_pairing_weight_mean,D_iso_raw,geom_fraction_total,anisotropy_ratio,anisotropy_norm,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error,Dxx_total_raw,Dxx_conv_raw,Dxx_geom_raw,Dxx_cross_raw,Dyy_total_raw,Dyy_conv_raw,Dyy_geom_raw,Dyy_cross_raw,matrix_hermitian,matrix_symmetric,matrix_real,matrix_trace_real,matrix_frobenius_norm
0.0,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,7,3,6,196,1.0,2.0,0.12244897959183687,-6.0420300659872555e-18,85951.42475477903,0.7275329265712619,1.0098998639628693,0.004925550839806493,0.0,0.0,1.2507769109230617e-15,86374.78286716249,22669.884391229152,63704.898475933325,1.4106448435661744e-12,85528.06664239556,24167.981928700872,61360.084713694676,3.4894898761900102e-12,True,True,True,0.0,2.0
1.0,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,7,3,6,196,1.0,2.0,0.12244897959183687,0.10824164708279772,86973.60148219741,0.7248753134126344,0.9866283252330151,-0.006730838676336964,0.0,0.0,1.8248210267585983e-15,86388.19620152072,22211.54297764765,64034.25497486584,142.39824900724028,87559.00676287411,25481.77450355186,62055.77829120099,21.453968121254565,True,True,True,0.0,2.0
0.0,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,7,3,6,196,1.0,4.0,0.6666666666666665,-6.0420300659872555e-18,82302.91941969184,0.6651859562238807,1.1046472390728075,0.04972198529522188,0.0,0.0,9.443866504468254e-16,86395.18396883158,31989.38193550322,54405.802033328364,-5.568334908813846e-12,78210.65487055208,23122.964595471014,55087.69027508106,4.380423461600226e-12,True,True,True,0.0,2.0
1.0,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,7,3,6,196,1.0,4.0,0.6666666666666665,0.1082416470827977,87753.93843800802,0.7028674521503387,1.1316190961999426,0.061746067313143,0.0,0.0,1.4193124883791765e-15,93172.39902779466,31796.21978414289,61370.35096014086,5.828283510894241,82335.47784822136,20423.690621532114,61988.42329201988,-76.6360653306217,True,True,True,0.0,2.0
0.0,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,7,3,6,196,1.0,4.0,0.6666666666666665,-6.0420300659872555e-18,82302.91941969184,0.6651859562238807,1.1046472390728075,0.04972198529522188,0.0,0.0,9.443866504468254e-16,86395.18396883158,31989.38193550322,54405.802033328364,-5.568334908813846e-12,78210.65487055208,23122.964595471014,55087.69027508106,4.380423461600226e-12,True,True,True,0.0,2.0
1.0,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,7,3,6,196,1.0,4.0,0.6666666666666665,0.10824164708279772,82258.9627148014,0.6785743747600917,1.0959893151511553,0.04579666244349763,0.0,0.0,1.0752023271591564e-15,86026.1486632034,30839.66788279038,55176.95364769723,9.527132715801729,78491.77676639937,22128.56453632414,56460.69473752289,-97.48250744764017,True,True,True,0.0,2.0
0.0,fixed_frobenius_norm,tau0_sigma0,taux_sigma0,tr_sewn,7,3,6,196,1.0,-4.0,-1.3333333333333335,-6.0420300659872555e-18,61077.49272846766,0.582254035574249,1.2371527335453383,0.10600650102664622,0.0,0.0,1.3270864623711207e-15,67552.10402409294,31255.54338878417,36296.56063530877,8.306099572313987e-13,54602.881432842376,19774.20882033686,34828.67261250552,2.7957681521336187e-12,True,True,True,0.0,2.0
1.0,fixed_frobenius_norm,tau0_sigma0,taux_sigma0,tr_sewn,7,3,6,196,1.0,-4.0,-1.3333333333333335,0.04881135363161157,65894.37960490011,0.616366808292208,1.2642707469166226,0.11671340420596528,0.0,0.0,1.362963396965808e-15,73585.13696662814,31323.724406019413,41991.93690747118,269.4756531375476,58203.622243172096,18961.830348044,39238.279975463716,3.5119196643812156,True,True,True,0.0,2.0
0.0,fixed_delta0,tau0_sigma0,taux_sigma0,tr_sewn,7,3,6,196,1.0,-4.0,-1.3333333333333335,-6.0420300659872555e-18,61077.49272846766,0.582254035574249,1.2371527335453383,0.10600650102664622,0.0,0.0,1.3270864623711207e-15,67552.10402409294,31255.54338878417,36296.56063530877,8.306099572313987e-13,54602.881432842376,19774.20882033686,34828.67261250552,2.7957681521336187e-12,True,True,True,0.0,2.0
1.0,fixed_delta0,tau0_sigma0,taux_sigma0,tr_sewn,7,3,6,196,1.0,-4.0,-1.3333333333333335,0.04881135363161161,61838.53703193016,0.5842352774721062,1.2628099502078092,0.1161431830294336,0.0,0.0,1.4926737670049012e-15,69020.66155670203,31438.559801221512,37325.46061608704,256.6411393934912,54656.41250715829,19710.02997006996,34931.04906655064,15.333470537681627,True,True,True,0.0,2.0
