eta,normalization,m0,m1,partner,nk,n_shell,n_keep,dimension,delta0_meV,mu_meV,nu_proxy,interband_pairing_weight_mean,D_iso_raw,geom_fraction_total,anisotropy_ratio,anisotropy_norm,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error,Dxx_total_raw,Dxx_conv_raw,Dxx_geom_raw,Dxx_cross_raw,Dyy_total_raw,Dyy_conv_raw,Dyy_geom_raw,Dyy_cross_raw
0.0,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,-4.0,-1.3112947658402203,-6.519511613396792e-33,60131.5349062982,0.6035190961252062,1.1554825144533891,0.07213350765353714,0.0,0.0,1.4363326302228107e-15,64469.03343968059,27216.686254212982,37252.34718546761,2.6862038764140513e-12,55794.0363729158,20465.324367842662,35328.71200507315,1.6630223369195073e-12
0.5,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,-4.0,-1.3112947658402203,0.030888846344894718,61224.75159164053,0.61554472702291,1.1509132218039868,0.07016239440725312,0.0,0.0,1.3759931547059323e-15,65520.42676029931,26837.15899260727,38621.92903767994,61.33873001210153,56929.07642298175,20255.174244261292,36751.21697336374,-77.31479464328565
1.0,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,-4.0,-1.3112947658402203,0.10994052755161048,63840.863979658854,0.6343005818191821,1.146774261631327,0.06836967642782976,0.0,0.0,1.526355352648473e-15,68205.64319282123,26613.825521983377,41446.57674899758,145.24092184027074,59476.08476649649,20071.613471049197,39542.01758327618,-137.5462878288869
0.0,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,-4.0,-1.3112947658402203,-6.519511613396792e-33,60131.5349062982,0.6035190961252062,1.1554825144533891,0.07213350765353714,0.0,0.0,1.4363326302228107e-15,64469.03343968059,27216.686254212982,37252.34718546761,2.6862038764140513e-12,55794.0363729158,20465.324367842662,35328.71200507315,1.6630223369195073e-12
0.5,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,-4.0,-1.3112947658402203,0.030888846344894676,59821.866448001005,0.6049495386746228,1.1592797941311612,0.07376524087525733,0.0,0.0,1.3579773618308045e-15,64234.64083614528,27047.243616888416,37127.42085321559,59.97636604127557,55409.09205985674,20238.04617813137,35251.00016753061,-79.95428580525616
1.0,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,-4.0,-1.3112947658402203,0.10994052755161046,59762.875666278305,0.6042900321378761,1.1712907657178446,0.07888891180413353,0.0,0.0,1.708380044265047e-15,64477.50389387673,27251.791438560507,37034.54206368091,191.17039163530708,55048.24743867988,20000.48727943663,35193.678050373506,-145.91789113025825
0.0,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,0.0,-0.37465564738292034,-6.519511613396792e-33,85469.55404501024,0.6983981050114101,1.0732490346438224,0.03533055287610753,0.0,0.0,1.4640398386663802e-15,88489.2406434948,30171.62824286388,58317.612400630904,-7.666814841391626e-13,82449.86744652568,21383.930684745697,61065.93676178,-4.6902867264984065e-12
0.5,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,0.0,-0.37465564738292034,0.030888846344894718,88074.10134888394,0.7004243372246841,1.0808612719858066,0.03885952085053659,0.0,0.0,1.593603025433466e-15,91496.61872664317,31112.269899161292,60404.94927938649,-20.600451904606516,84651.58397112471,21624.94625080942,62973.53884851688,53.09887179841895
1.0,fixed_frobenius_norm,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,0.0,-0.37465564738292034,0.10994052755161048,92276.6330555022,0.711482302777687,1.0744142082444452,0.035872396143787094,0.0,0.0,2.093936808240703e-15,95586.81699128405,31475.20552349595,64225.1282216764,-113.51675388828907,88966.44911972035,21769.422930828674,67081.25453612425,115.77165276742612
0.0,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,0.0,-0.37465564738292034,-6.519511613396792e-33,85469.55404501024,0.6983981050114101,1.0732490346438224,0.03533055287610753,0.0,0.0,1.4640398386663802e-15,88489.2406434948,30171.62824286388,58317.612400630904,-7.666814841391626e-13,82449.86744652568,21383.930684745697,61065.93676178,-4.6902867264984065e-12
0.5,fixed_delta0,tau0_sigma0,taux_sigmax,tr_sewn,11,3,6,196,1.0,0.0,-0.37465564738292034,0.030888846344894676,85814.73723691254,0.6946425511639781,1.0840700254888935,0.04033934774776677,0.0,0.0,2.217729447812564e-15,89276.44776419559,30782.198854930568,58504.76675156107,-10.51784229601853,82353.0267096295,21579.402632247056,60716.36925186963,57.25482551280432
