nk,n_keep,n_shell,m0,m1,normalization,mu_meV,eta_baseline,eta_target,D_iso_baseline,D_iso_target,D_iso_rel_target_vs_baseline,D_iso_rel_percent,W_inter_baseline,W_inter_target,geom_fraction_baseline,geom_fraction_target,anisotropy_norm_baseline,anisotropy_norm_target,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error
11,8,4,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,85708.7585914725,87127.86068382255,0.016557258740779845,1.6557258740779845,0.0,0.1597668144130811,0.6918250107059806,0.694128263072243,-0.0095686085017929,-0.004868957251350244,0.0,0.0,1.5138426218865712e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,84055.75702468789,85027.68803504971,0.011562932091330191,1.1562932091330191,0.0,0.1597668144130811,0.7959223965411405,0.8009896720690091,-0.008797448815180029,0.008844911811661782,0.0,0.0,1.941916602706096e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,72005.0990684193,76567.03604265506,0.06335574887413187,6.335574887413187,0.0,0.1597668144130811,0.7700569807728544,0.7733178307490017,0.00559028582009665,0.006464776429026564,0.0,0.0,1.6763722517830495e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,83944.4213227767,90413.25748494212,0.077060941754449,7.7060941754449,0.0,0.1597668144130811,0.8080848169528821,0.8183198701555948,0.006194926932027294,0.010020861020245405,0.0,0.0,1.7806661003664374e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,86184.38193520409,95269.40283168595,0.10541377326708967,10.541377326708968,0.0,0.1597668144130811,0.7961768978806443,0.829978985531963,-0.008959324535944106,-0.008698856210492201,0.0,0.0,1.6365751960734404e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,85708.7585914725,94262.54090505867,0.09980056244143554,9.980056244143555,0.0,0.1597668144130811,0.6918250107059806,0.7038387652327915,-0.0095686085017929,-0.011420397187305847,0.0,0.0,1.7481989563074564e-15
11,8,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,84055.75702468789,92263.64879825109,0.09764818097054873,9.764818097054873,0.0,0.1597668144130811,0.7959223965411405,0.8221124156251235,-0.008797448815180029,0.007083264361353018,0.0,0.0,1.526824509903458e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,46997.70059082676,46757.857671435224,-0.005103290509458458,-0.5103290509458458,-7.883240411539575e-18,0.04988495599545954,0.8096735475625662,0.8036585605029343,0.06459415618830436,0.05994726728880961,0.0,0.0,1.771926483468392e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,51704.30407341174,51983.86317690239,0.005406882628063769,0.5406882628063769,-7.883240411539575e-18,0.04988495599545954,0.767038998781014,0.7598221999953654,0.07578858785558552,0.07748023616458011,0.0,0.0,1.6806476356850962e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,58046.93073364401,58180.11811832136,0.002294477640661041,0.22944776406610412,-7.883240411539575e-18,0.04988495599545954,0.7622759284389854,0.7619899256805015,0.06444055823531027,0.06683137913550695,0.0,0.0,1.7050342982388164e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,60291.819993698286,60286.91464844691,-8.136004605419078e-05,-0.008136004605419078,-7.883240411539575e-18,0.04988495599545954,0.761405501840289,0.7601829486238548,0.06888083130530848,0.06956636137391636,0.0,0.0,1.3908835956640404e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,55678.63299774951,55451.94591732393,-0.00407134780831897,-0.407134780831897,-7.883240411539575e-18,0.04988495599545954,0.778687172709101,0.7827272512893169,0.0735902781944207,0.07425174784614687,0.0,0.0,1.1886969427632475e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,46997.70059082676,47978.618740486054,0.02087162004369958,2.087162004369958,-7.883240411539575e-18,0.04988495599545954,0.8096735475625662,0.821296722121313,0.06459415618830436,0.0652255869472555,0.0,0.0,1.7891057853955695e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,51704.30407341174,53571.09264552802,0.0361050903898783,3.6105090389878303,-7.883240411539575e-18,0.04988495599545954,0.767038998781014,0.7650092104993808,0.07578858785558552,0.0833630992421689,0.0,0.0,1.6522700363392485e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,58046.93073364401,61023.38195110686,0.0512766339209334,5.12766339209334,-7.883240411539575e-18,0.04988495599545954,0.7622759284389854,0.7654896230621688,0.06444055823531027,0.06375795529579366,0.0,0.0,1.1424155671070449e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,60291.819993698286,63041.31351172505,0.04560309372505489,4.560309372505489,-7.883240411539575e-18,0.04988495599545954,0.761405501840289,0.7664693460281783,0.06888083130530848,0.0657926236989085,0.0,0.0,1.903178364257391e-15
13,4,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,55678.63299774951,56952.304196832665,0.02287540355264528,2.287540355264528,-7.883240411539575e-18,0.04988495599545954,0.778687172709101,0.7889487833087426,0.0735902781944207,0.07566467231358245,0.0,0.0,1.4475718201009413e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,17726.862629160394,17552.220698493275,-0.009851823998446085,-0.9851823998446085,7.226303710577937e-18,0.07110198542499718,0.21213773770669397,0.21375858887757176,0.060157668654702755,0.054882945899595165,0.0,0.0,1.8112972649522335e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,43602.0120428004,42893.1918430814,-0.016256593824689025,-1.6256593824689025,7.226303710577937e-18,0.07110198542499718,0.4569983394663553,0.46646132272388413,0.03807682928912679,0.04829887236861931,0.0,0.0,1.7488569511130476e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,59579.15024221607,60998.33618711948,0.023820177681853183,2.3820177681853183,7.226303710577937e-18,0.07110198542499718,0.5794178847886672,0.562075223851847,0.005172368692352582,0.0403504957061352,0.0,0.0,1.634071334594037e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,63678.91792130919,63795.7342279148,0.001834458097261571,0.1834458097261571,7.226303710577937e-18,0.07110198542499718,0.6277649141951099,0.631762443594066,-0.0411909522949182,-0.03731292909513548,0.0,0.0,1.8288361854487876e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,55111.22537786388,55474.682000388886,0.0065949653638257555,0.6594965363825755,7.226303710577937e-18,0.07110198542499718,0.5074338678078273,0.5241943804644014,-0.021789176851446906,-0.03529964344619056,0.0,0.0,1.5328326033998038e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,17726.862629160394,17431.232037554855,-0.01667698327617384,-1.667698327617384,7.226303710577937e-18,0.07110198542499717,0.21213773770669397,0.19327747037051185,0.060157668654702755,0.06522027964560846,0.0,0.0,1.8112972649522335e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,43602.0120428004,46680.67648800813,0.07060831142805224,7.060831142805224,7.226303710577937e-18,0.07110198542499717,0.4569983394663553,0.49422492697675846,0.03807682928912679,0.033719749403520655,0.0,0.0,1.5525231562936803e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,59579.15024221607,67165.7290479843,0.12733613646595132,12.733613646595131,7.226303710577937e-18,0.07110198542499717,0.5794178847886672,0.5862765282452918,0.005172368692352582,0.04516203850406126,0.0,0.0,1.634071334594037e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,63678.91792130919,69981.28606759956,0.09897103079041769,9.89710307904177,7.226303710577937e-18,0.07110198542499717,0.6277649141951099,0.6638394352792129,-0.0411909522949182,-0.03755461836827331,0.0,0.0,1.5685343290602334e-15
13,4,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,55111.22537786388,60115.52756378219,0.09080368203767719,9.08036820376772,7.226303710577937e-18,0.07110198542499717,0.5074338678078273,0.5469521080613005,-0.021789176851446906,-0.029388151406145684,0.0,0.0,1.14305799047302e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,2092.081091174247,2040.6529988791558,-0.02458226524394691,-2.458226524394691,-2.6277468038465335e-18,0.10203896693980456,0.1569768513014511,0.18904265587586444,0.02074556387587894,-0.0834307577616606,0.0,0.0,2.1638614319183107e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,17674.565670655502,18058.553087816355,0.021725423091916385,2.1725423091916385,-2.6277468038465335e-18,0.10203896693980456,0.27806107077452596,0.27668389952921496,0.015451980980908452,0.05140625934914996,0.0,0.0,1.38623517242687e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,43003.86072621909,43323.73549649197,0.007438280304862266,0.7438280304862266,-2.6277468038465335e-18,0.10203896693980456,0.5897681672791965,0.6029205874221267,-0.009109101322496795,0.010246333761543842,0.0,0.0,1.519025541876404e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,51611.22763095968,53126.680492892054,0.029362852454672295,2.9362852454672295,-2.6277468038465335e-18,0.10203896693980456,0.504584457112064,0.5057365559522048,-0.026762743894410364,-0.02559388067302401,0.0,0.0,1.3194650677515595e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,33468.668454137,33697.675751724506,0.006842438261364547,0.6842438261364547,-2.6277468038465335e-18,0.10203896693980456,0.48662774092976147,0.4937890566617459,-0.014078700057030675,-0.030477129497297344,0.0,0.0,1.148066135942688e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,2092.081091174247,1225.3487758413867,-0.4142919311250881,-41.42919311250881,-2.6277468038465335e-18,0.10203896693980459,0.1569768513014511,0.17548844948929873,0.02074556387587894,-0.1094518489734001,0.0,0.0,1.5673751736249252e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,17674.565670655502,19317.628891306107,0.09296201396216075,9.296201396216075,-2.6277468038465335e-18,0.10203896693980459,0.27806107077452596,0.2604750836438292,0.015451980980908452,0.06201963805366707,0.0,0.0,1.6115095800006434e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,43003.86072621909,49203.367607238026,0.1441616351724242,14.41616351724242,-2.6277468038465335e-18,0.10203896693980459,0.5897681672791965,0.6655292555202376,-0.009109101322496795,0.006458337570191928,0.0,0.0,1.5266507042083508e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,51611.22763095968,59885.19924147675,0.16031340447235976,16.031340447235976,-2.6277468038465335e-18,0.10203896693980459,0.504584457112064,0.5378539735126724,-0.026762743894410364,-0.02115019330595364,0.0,0.0,1.6441158692997447e-15
13,4,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,33468.668454137,38248.459823728575,0.1428139089591045,14.281390895910452,-2.6277468038465335e-18,0.10203896693980459,0.48662774092976147,0.5447709127494771,-0.014078700057030675,-0.016060135845634052,0.0,0.0,1.5578584102825547e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,84357.15919483267,83904.20487229226,-0.005369482885196009,-0.5369482885196009,-3.503662405128701e-18,0.09106027010633766,0.8927344325057935,0.8886430899568211,-0.005887979047415223,-0.008939420115687846,0.0,0.0,1.980511294786416e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,87877.61536995912,87989.27443135473,0.0012706200654799549,0.1270620065479955,-3.503662405128701e-18,0.09106027010633766,0.8622824777968001,0.8570782061956865,0.01895738080112281,0.020181404262886365,0.0,0.0,1.8164519283574668e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,92833.4490417347,92879.57742441168,0.000496893987599778,0.0496893987599778,-3.503662405128701e-18,0.09106027010633766,0.8509087289482173,0.8502860707217181,0.05353737651459335,0.05587724225893583,0.0,0.0,1.818490149143774e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,94065.35521381717,94066.39830646828,1.1089020487409229e-05,0.001108902048740923,-3.503662405128701e-18,0.09106027010633766,0.846656481950903,0.8460592244628229,0.05734311551707544,0.05753450418300588,0.0,0.0,1.499070950657794e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,90025.51123196082,89995.53568142751,-0.00033296729030585226,-0.033296729030585226,-3.503662405128701e-18,0.09106027010633766,0.8625945382558492,0.8653818381296023,0.017677577766985527,0.01776549241989664,0.0,0.0,1.520088065033555e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,84357.15919483267,85561.51700772913,0.014276889174454688,1.4276889174454688,-3.503662405128701e-18,0.09106027010633765,0.8927344325057935,0.8990538083214075,-0.005887979047415223,-0.006839789355804755,0.0,0.0,1.980511294786416e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,87877.61536995912,90181.67807575528,0.026218994405983853,2.6218994405983853,-3.503662405128701e-18,0.09106027010633765,0.8622824777968001,0.8599221691058891,0.01895738080112281,0.02121225635648197,0.0,0.0,1.807626626438599e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,92833.4490417347,96249.65558417048,0.036799306475190585,3.6799306475190585,-3.503662405128701e-18,0.09106027010633765,0.8509087289482173,0.850952086143633,0.05353737651459335,0.055290466742424736,0.0,0.0,1.8073512156640677e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,94065.35521381717,97201.82725068345,0.03334354109158322,3.3343541091583218,-3.503662405128701e-18,0.09106027010633765,0.846656481950903,0.8485202406833238,0.05734311551707544,0.05724865652052549,0.0,0.0,1.642501386743388e-15
13,6,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,90025.51123196082,91854.37390517067,0.02031493793462147,2.031493793462147,-3.503662405128701e-18,0.09106027010633765,0.8625945382558492,0.868699825001192,0.017677577766985527,0.015902116994251907,0.0,0.0,1.4277675830716924e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,61396.48653246244,62146.75913851001,0.012220122818442869,1.222012281844287,-5.25549360769305e-18,0.10867549702620576,0.5993104042699813,0.5912291888856851,0.09064826827386602,0.09879949864672354,0.0,0.0,1.5683997584958845e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,77788.9631212228,76984.62652425189,-0.010339983523336982,-1.0339983523336982,-5.25549360769305e-18,0.10867549702620576,0.674685647503457,0.685991766813613,0.053500279474886,0.05179020902058929,0.0,0.0,1.8972902346935272e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,84438.92605120914,86094.18374992008,0.019603016951057484,1.9603016951057484,-5.25549360769305e-18,0.10867549702620576,0.6992922908621821,0.6861008811021118,0.03940798677738512,0.061132399498461894,0.0,0.0,1.877389386448836e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,86133.95975326152,86344.73941714707,0.0024471145235787084,0.24471145235787084,-5.25549360769305e-18,0.10867549702620576,0.722095067945975,0.7246250510234657,0.011284352765128366,0.013952457434051635,0.0,0.0,1.894538472776213e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,83151.8104437628,83246.97933091703,0.001144519724180837,0.11445197241808369,-5.25549360769305e-18,0.10867549702620576,0.6671298222693287,0.6756758335294646,0.031957618855950054,0.025543230890684117,0.0,0.0,1.75217083081369e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,61396.48653246244,66747.23482589377,0.08715072466894669,8.715072466894668,-5.25549360769305e-18,0.10867549702620574,0.5993104042699813,0.6165354956864677,0.09064826827386602,0.0907929006753441,0.0,0.0,1.566181203159925e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,77788.9631212228,83208.16122266644,0.06966538547375434,6.966538547375434,-5.25549360769305e-18,0.10867549702620574,0.674685647503457,0.7052682847134611,0.053500279474886,0.042073849888609814,0.0,0.0,1.8972902346935272e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,84438.92605120914,92992.6197240192,0.10130036077937032,10.130036077937032,-5.25549360769305e-18,0.10867549702620574,0.6992922908621821,0.6996337281967197,0.03940798677738512,0.06361914632508774,0.0,0.0,1.5093338556005583e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,86133.95975326152,93065.77217031043,0.08047711305628713,8.047711305628713,-5.25549360769305e-18,0.10867549702620574,0.722095067945975,0.7456322962141397,0.011284352765128366,0.011133974371988199,0.0,0.0,1.5936728320059625e-15
13,6,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,83151.8104437628,89567.37031888464,0.07715478281090227,7.715478281090227,-5.25549360769305e-18,0.10867549702620574,0.6671298222693287,0.6917679345812437,0.031957618855950054,0.027199335720975708,0.0,0.0,1.5256413042532345e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,37121.88377907424,36717.42879917629,-0.010895324771366899,-1.0895324771366899,-7.883240411539583e-18,0.12575367514849523,0.552401038920927,0.5548569279973985,0.0051767255116819235,-0.007842719983938,0.0,0.0,1.4375426719853813e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,53887.62190569428,54214.25519611822,0.006061378826394792,0.6061378826394792,-7.883240411539583e-18,0.12575367514849523,0.6939262682004739,0.6904214968749245,0.0012519420967790215,-0.009105234384873763,0.0,0.0,1.6586950667443527e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,66618.69579512914,67219.83676390751,0.009023607586480686,0.9023607586480686,-7.883240411539583e-18,0.12575367514849523,0.7275658896931245,0.7351225462579738,-0.005545472525507769,-0.006678287384482665,0.0,0.0,1.7968050631888473e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,68791.80678359035,70549.04787161753,0.025544336894002706,2.5544336894002706,-7.883240411539583e-18,0.12575367514849523,0.6240582270150963,0.6237087844396841,-0.014511654103467027,-0.007856095369495879,0.0,0.0,1.6205876078179039e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,61189.64676365975,61867.72749091764,0.011081625129769401,1.1081625129769401,-7.883240411539583e-18,0.12575367514849523,0.706866511910306,0.7112331384914801,-0.009538486864731523,0.005943712110841017,0.0,0.0,1.8745162924565162e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,37121.88377907424,38844.88486169148,0.046414699557582706,4.641469955758271,-7.883240411539583e-18,0.12575367514849523,0.552401038920927,0.5755223626510921,0.0051767255116819235,-0.011937168476985331,0.0,0.0,1.794772410595495e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,53887.62190569428,58850.27479351591,0.09209263115203892,9.209263115203893,-7.883240411539583e-18,0.12575367514849523,0.6939262682004739,0.710639895082632,0.0012519420967790215,0.0007314209572705201,0.0,0.0,1.6677561931696277e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,66618.69579512914,74751.75969861941,0.12208380555064724,12.208380555064725,-7.883240411539583e-18,0.12575367514849523,0.7275658896931245,0.7753032060812473,-0.005545472525507769,-0.003548696055206409,0.0,0.0,1.885360236092592e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,68791.80678359035,77689.71814867067,0.12934551047731513,12.934551047731514,-7.883240411539583e-18,0.12575367514849523,0.6240582270150963,0.6420924972374205,-0.014511654103467027,-0.005700163241566677,0.0,0.0,1.4015512557824731e-15
13,6,4,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,61189.64676365975,68841.92271219008,0.1250583448877658,12.505834488776578,-7.883240411539583e-18,0.12575367514849523,0.706866511910306,0.7404818682401559,-0.009538486864731523,0.0064487428905543745,0.0,0.0,1.4548181577739304e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,119633.33382421621,119133.5910451833,-0.004177287074246472,-0.4177287074246472,0.0,0.11590451500630523,0.9240587607494752,0.9215210591607678,-0.001045725236959224,-0.0029799021298532132,0.0,0.0,1.8234514349741224e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,122779.64082148945,122851.13617425853,0.0005823062544467739,0.058230625444677386,0.0,0.11590451500630523,0.901194186189905,0.8977389397980716,0.0244486433497351,0.025768105902647616,0.0,0.0,1.8549243490500385e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,127281.38941921832,127325.12196931659,0.00034358950902269036,0.034358950902269036,0.0,0.11590451500630523,0.8910575083685048,0.8904924240191668,0.05614753245747869,0.05832204316982521,0.0,0.0,1.7119679959168136e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,127923.81601843967,127882.61005769465,-0.0003221132860755649,-0.03221132860755649,0.0,0.11590451500630523,0.8870451997455581,0.8865407612438416,0.06078576015893269,0.06029028505250731,0.0,0.0,2.043475962242956e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,123563.45959057979,123497.14434920101,-0.0005366897430559847,-0.05366897430559847,0.0,0.11590451500630523,0.8996650070287482,0.901298684659569,0.024813419692628434,0.024484524255230185,0.0,0.0,1.6988145768236966e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,119633.33382421621,121008.50418840614,0.011494876220790928,1.1494876220790928,0.0,0.11590451500630523,0.9240587607494752,0.928579676483898,-0.001045725236959224,-0.0020616617550574725,0.0,0.0,1.8234514349741224e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,122779.64082148945,125257.2983761566,0.020179710073182644,2.0179710073182644,0.0,0.11590451500630523,0.901194186189905,0.8992434124535545,0.0244486433497351,0.026761635186946405,0.0,0.0,1.8049023726516634e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,127281.38941921832,130923.77208941046,0.028616773330431444,2.8616773330431444,0.0,0.11590451500630523,0.8910575083685048,0.8902469834305738,0.05614753245747869,0.05845153115422223,0.0,0.0,1.7119679959168136e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,127923.81601843967,131213.5761086868,0.02571655687454566,2.571655687454566,0.0,0.11590451500630523,0.8870451997455581,0.887727509507175,0.06078576015893269,0.06105403276963444,0.0,0.0,2.043475962242956e-15
13,8,2,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,123563.45959057979,125560.85755047214,0.016164956585956736,1.6164956585956736,0.0,0.11590451500630523,0.8996650070287482,0.9035387260441314,0.024813419692628434,0.023802284787402456,0.0,0.0,1.864236582940235e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,86303.1176122594,87058.02845199077,0.008747202425791967,0.8747202425791967,0.0,0.14328528447676434,0.7130929587167733,0.7073565779027968,0.04665449749695616,0.05396100735780483,0.0,0.0,1.844823465634359e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,98093.74251379946,97172.58184141784,-0.009390616045177769,-0.9390616045177769,0.0,0.14328528447676434,0.7414085418138303,0.7510076399229138,0.03025365897276673,0.029265240957516075,0.0,0.0,1.84248104089602e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,0.0,0.0,1.0,101490.52681039523,103036.63054958504,0.015233970970297994,1.5233970970297994,0.0,0.14328528447676434,0.749467682222112,0.7376285787583928,0.023445472612610155,0.04110292352070593,0.0,0.0,1.848729489289592e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,2.0,0.0,1.0,102439.06301162127,102741.77877562682,0.0029550813440299972,0.2955081344029997,0.0,0.14328528447676434,0.766021375249554,0.7682831145748902,-0.0011592046263626844,0.0021856101779003053,0.0,0.0,2.076090755278715e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_delta0,4.0,0.0,1.0,102739.3717838765,102894.54428976992,0.001510350931674509,0.1510350931674509,0.0,0.14328528447676434,0.7301730392459541,0.7369344197719794,0.01801208066918037,0.01435170603344439,0.0,0.0,1.4831085451756677e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-4.0,0.0,1.0,86303.1176122594,92681.70749226055,0.07390914785557023,7.390914785557023,0.0,0.14328528447676434,0.7130929587167733,0.7235999303753228,0.04665449749695616,0.049592770699071656,0.0,0.0,1.81892294678261e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,-2.0,0.0,1.0,98093.74251379946,103845.2829098414,0.058633101853901026,5.863310185390103,0.0,0.14328528447676434,0.7414085418138303,0.7638159315836844,0.03025365897276673,0.022612708084730856,0.0,0.0,1.9602624032134706e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,0.0,0.0,1.0,101490.52681039523,110204.79576157565,0.08586288026133149,8.586288026133149,0.0,0.14328528447676434,0.749467682222112,0.7466128879875712,0.023445472612610155,0.04498621786877771,0.0,0.0,1.675190872795183e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,2.0,0.0,1.0,102439.06301162127,109582.72782782267,0.06973574929508075,6.973574929508075,0.0,0.14328528447676434,0.766021375249554,0.7838577533061176,-0.0011592046263626844,-0.00018273533009763475,0.0,0.0,1.6426849629079931e-15
13,8,3,tau0_sigma0,taux_sigmax,fixed_frobenius_norm,4.0,0.0,1.0,102739.3717838765,109684.5284956235,0.06759975840962795,6.759975840962795,0.0,0.14328528447676434,0.7301730392459541,0.7479215288495873,0.01801208066918037,0.015881585691371807,0.0,0.0,1.3960541574725633e-15
13,8,4,tau0_sigma0,taux_sigmax,fixed_delta0,-4.0,0.0,1.0,72287.30599311074,72024.77311879117,-0.003631797736999509,-0.3631797736999509,0.0,0.16045575173449297,0.7679382753505096,0.7710097275077252,0.004054523479679223,-0.0020848378376160572,0.0,0.0,2.2172155846995424e-15
13,8,4,tau0_sigma0,taux_sigmax,fixed_delta0,-2.0,0.0,1.0,84703.58639239185,85131.91299253826,0.00505677053817033,0.505677053817033,0.0,0.16045575173449297,0.8047235982338075,0.802387332128239,0.0006678980907627119,-0.0031729944903654966,0.0,0.0,1.8307318820956245e-15
