theta_deg,n_shell,dimension,nk_bandwidth,bandwidth_nkeep2_meV,bandwidth_nkeep6_meV,nk_response,n_keep_response,D_iso_eV_A2,Dconv_iso_eV_A2,Dgeom_iso_eV_A2,geom_fraction
1.05,3,196,17,6.0964168694701115,18.971852955479616,14,2,29.342464480315314,20.945303834998196,8.397160645317118,0.2861777561646343
1.15,3,196,17,9.400737003755982,25.407083885545923,14,2,30.140268802087814,23.41859840560273,6.721670396485083,0.2230129545500096
1.2,3,196,17,11.758266546787736,26.585593562649272,14,2,31.149753887679715,16.977221733131643,14.172532154548076,0.4549805499475733
